,Scaffold,Bin,Color
32587,NODE_960_length_3666_cov_17.865965,grey,grey
89695,NODE_961_length_3664_cov_3.510945,grey,grey
61230,NODE_961_length_3664_cov_3.510945,grey,grey
3827137,NODE_962_length_3654_cov_4.037233,grey,grey
4019619,NODE_962_length_3654_cov_4.037233,grey,grey
709,NODE_962_length_3654_cov_4.037233,grey,grey
1515701,NODE_963_length_3644_cov_3.365004,grey,grey
3889941,NODE_963_length_3644_cov_3.365004,grey,grey
3028281,NODE_963_length_3644_cov_3.365004,grey,grey
1284170,NODE_964_length_3639_cov_117.383371,grey,grey
629581,NODE_964_length_3639_cov_117.383371,grey,grey
3054,NODE_964_length_3639_cov_117.383371,grey,grey
94969,NODE_965_length_3635_cov_2.703911,grey,grey
4027858,NODE_965_length_3635_cov_2.703911,grey,grey
69069,NODE_965_length_3635_cov_2.703911,grey,grey
92066,NODE_965_length_3635_cov_2.703911,grey,grey
3927614,NODE_965_length_3635_cov_2.703911,grey,grey
4018818,NODE_966_length_3634_cov_2.526404,grey,grey
2886950,NODE_966_length_3634_cov_2.526404,grey,grey
31727,NODE_966_length_3634_cov_2.526404,grey,grey
2808233,NODE_966_length_3634_cov_2.526404,grey,grey
1061127,NODE_967_length_3633_cov_3.361096,grey,grey
3477095,NODE_967_length_3633_cov_3.361096,grey,grey
3941835,NODE_967_length_3633_cov_3.361096,grey,grey
2905140,NODE_967_length_3633_cov_3.361096,grey,grey
105432,NODE_968_length_3632_cov_3.626782,grey,grey
3747173,NODE_968_length_3632_cov_3.626782,grey,grey
2855,NODE_969_length_3631_cov_4.894016,grey,grey
3511235,NODE_969_length_3631_cov_4.894016,grey,grey
1301708,NODE_970_length_3627_cov_75.635218,grey,grey
7348,NODE_970_length_3627_cov_75.635218,grey,grey
885547,NODE_971_length_3627_cov_3.833987,grey,grey
3847948,NODE_971_length_3627_cov_3.833987,grey,grey
3580678,NODE_971_length_3627_cov_3.833987,grey,grey
3357476,NODE_971_length_3627_cov_3.833987,grey,grey
4994,NODE_972_length_3615_cov_2.226124,grey,grey
23076,NODE_972_length_3615_cov_2.226124,grey,grey
13651,NODE_972_length_3615_cov_2.226124,grey,grey
4014011,NODE_972_length_3615_cov_2.226124,grey,grey
3459833,NODE_972_length_3615_cov_2.226124,grey,grey
2057307,NODE_973_length_3603_cov_3.619786,grey,grey
3930588,NODE_973_length_3603_cov_3.619786,grey,grey
1498,NODE_973_length_3603_cov_3.619786,grey,grey
2883592,NODE_974_length_3602_cov_4.217649,grey,grey
1097973,NODE_974_length_3602_cov_4.217649,grey,grey
2412584,NODE_974_length_3602_cov_4.217649,grey,grey
43936,NODE_975_length_3580_cov_113.708652,grey,grey
233,NODE_976_length_3573_cov_5.588687,grey,grey
24957,NODE_977_length_3571_cov_138.351820,grey,grey
3966503,NODE_977_length_3571_cov_138.351820,grey,grey
180278,NODE_977_length_3571_cov_138.351820,grey,grey
1756517,NODE_977_length_3571_cov_138.351820,grey,grey
3882066,NODE_977_length_3571_cov_138.351820,grey,grey
3369275,NODE_977_length_3571_cov_138.351820,grey,grey
3890131,NODE_978_length_3569_cov_24.831816,grey,grey
178405,NODE_2492_length_1240_cov_34.405063,grey,grey
883181,NODE_2492_length_1240_cov_34.405063,grey,grey
1970903,NODE_2492_length_1240_cov_34.405063,grey,grey
3967738,NODE_978_length_3569_cov_24.831816,grey,grey
2212563,NODE_1397_length_2431_cov_39.979798,grey,grey
3731557,NODE_4057_length_638_cov_36.893654,grey,grey
3996997,NODE_978_length_3569_cov_24.831816,grey,grey
1580509,NODE_1397_length_2431_cov_39.979798,grey,grey
1874059,NODE_1397_length_2431_cov_39.979798,grey,grey
869293,NODE_1718_length_1904_cov_23.012439,grey,grey
3385526,NODE_978_length_3569_cov_24.831816,grey,grey
2253291,NODE_978_length_3569_cov_24.831816,grey,grey
3986754,NODE_979_length_3565_cov_24.295157,grey,grey
3941239,NODE_1233_length_2815_cov_34.331159,grey,grey
3833525,NODE_979_length_3565_cov_24.295157,grey,grey
510184,NODE_979_length_3565_cov_24.295157,grey,grey
7994,NODE_979_length_3565_cov_24.295157,grey,grey
70252,NODE_1070_length_3256_cov_35.383005,grey,grey
70254,NODE_2492_length_1240_cov_34.405063,grey,grey
123286,NODE_979_length_3565_cov_24.295157,grey,grey
3276737,NODE_979_length_3565_cov_24.295157,grey,grey
3858258,NODE_979_length_3565_cov_24.295157,grey,grey
4001731,NODE_980_length_3563_cov_4.088369,grey,grey
3822516,NODE_980_length_3563_cov_4.088369,grey,grey
3477790,NODE_980_length_3563_cov_4.088369,grey,grey
3761930,NODE_980_length_3563_cov_4.088369,grey,grey
2175713,NODE_981_length_3563_cov_2.918187,grey,grey
3537601,NODE_981_length_3563_cov_2.918187,grey,grey
3288987,NODE_981_length_3563_cov_2.918187,grey,grey
4014679,NODE_982_length_3561_cov_5.100114,grey,grey
3192483,NODE_982_length_3561_cov_5.100114,grey,grey
3939059,NODE_982_length_3561_cov_5.100114,grey,grey
2172221,NODE_983_length_3561_cov_3.334855,grey,grey
3529505,NODE_983_length_3561_cov_3.334855,grey,grey
3283599,NODE_983_length_3561_cov_3.334855,grey,grey
3951851,NODE_984_length_3559_cov_4.486016,grey,grey
3906837,NODE_984_length_3559_cov_4.486016,grey,grey
3481658,NODE_984_length_3559_cov_4.486016,grey,grey
795667,NODE_985_length_3559_cov_3.352169,grey,grey
3656456,NODE_985_length_3559_cov_3.352169,grey,grey
3580182,NODE_985_length_3559_cov_3.352169,grey,grey
1978198,NODE_985_length_3559_cov_3.352169,grey,grey
3367644,NODE_986_length_3559_cov_3.074772,grey,grey
1736960,NODE_986_length_3559_cov_3.074772,grey,grey
1588913,NODE_987_length_3553_cov_4.158662,grey,grey
3344343,NODE_987_length_3553_cov_4.158662,grey,grey
2644288,NODE_987_length_3553_cov_4.158662,grey,grey
3609683,NODE_988_length_3551_cov_3.766876,grey,grey
3090371,NODE_988_length_3551_cov_3.766876,grey,grey
3285257,NODE_988_length_3551_cov_3.766876,grey,grey
3361457,NODE_988_length_3551_cov_3.766876,grey,grey
4022450,NODE_989_length_3548_cov_5.148869,grey,grey
3865560,NODE_990_length_3548_cov_3.354137,grey,grey
3994962,NODE_990_length_3548_cov_3.354137,grey,grey
460960,NODE_990_length_3548_cov_3.354137,grey,grey
5123,NODE_991_length_3545_cov_3.707450,grey,grey
396993,NODE_991_length_3545_cov_3.707450,grey,grey
3992588,NODE_992_length_3532_cov_4.501869,grey,grey
3958168,NODE_992_length_3532_cov_4.501869,grey,grey
3185005,NODE_992_length_3532_cov_4.501869,grey,grey
3517433,NODE_993_length_3522_cov_4.736948,grey,grey
3517748,NODE_994_length_3520_cov_3.210678,grey,grey
3966248,NODE_994_length_3520_cov_3.210678,grey,grey
80251,NODE_994_length_3520_cov_3.210678,grey,grey
3257181,NODE_994_length_3520_cov_3.210678,grey,grey
2592951,NODE_994_length_3520_cov_3.210678,grey,grey
501,NODE_995_length_3519_cov_4.737875,grey,grey
3674674,NODE_996_length_3517_cov_3.932987,grey,grey
108673,NODE_997_length_3515_cov_5.016474,grey,grey
3968956,NODE_998_length_3512_cov_3.173561,grey,grey
31877,NODE_998_length_3512_cov_3.173561,grey,grey
45069,NODE_998_length_3512_cov_3.173561,grey,grey
3939913,NODE_998_length_3512_cov_3.173561,grey,grey
725943,NODE_999_length_3510_cov_88.050651,grey,grey
3535759,NODE_999_length_3510_cov_88.050651,grey,grey
31275,NODE_999_length_3510_cov_88.050651,grey,grey
3989711,NODE_999_length_3510_cov_88.050651,grey,grey
21551,NODE_1000_length_3507_cov_4.760429,grey,grey
106033,NODE_1000_length_3507_cov_4.760429,grey,grey
5054,NODE_1000_length_3507_cov_4.760429,grey,grey
43132,NODE_1001_length_3505_cov_5.051304,grey,grey
3119,NODE_1001_length_3505_cov_5.051304,grey,grey
1121839,NODE_1002_length_3503_cov_4.232599,grey,grey
1961994,NODE_1002_length_3503_cov_4.232599,grey,grey
2392156,NODE_1002_length_3503_cov_4.232599,grey,grey
3932335,NODE_1002_length_3503_cov_4.232599,grey,grey
3418427,NODE_1003_length_3499_cov_3.726190,grey,grey
102220,NODE_1003_length_3499_cov_3.726190,grey,grey
3991448,NODE_1003_length_3499_cov_3.726190,grey,grey
3985,NODE_1004_length_3497_cov_4.101685,grey,grey
3624835,NODE_1004_length_3497_cov_4.101685,grey,grey
3680298,NODE_1004_length_3497_cov_4.101685,grey,grey
1073,NODE_1004_length_3497_cov_4.101685,grey,grey
52354,NODE_1005_length_3490_cov_3.273071,grey,grey
1288112,NODE_1005_length_3490_cov_3.273071,grey,grey
1721371,NODE_1005_length_3490_cov_3.273071,grey,grey
1115574,NODE_1006_length_3488_cov_3.944072,grey,grey
3736780,NODE_1006_length_3488_cov_3.944072,grey,grey
3616426,NODE_1006_length_3488_cov_3.944072,grey,grey
3815245,NODE_1007_length_3486_cov_4.813757,grey,grey
3829871,NODE_1007_length_3486_cov_4.813757,grey,grey
2904812,NODE_1008_length_3478_cov_4.402863,grey,grey
3893860,NODE_1008_length_3478_cov_4.402863,grey,grey
2957488,NODE_1008_length_3478_cov_4.402863,grey,grey
3759562,NODE_1009_length_3478_cov_3.152790,grey,grey
2471493,NODE_1009_length_3478_cov_3.152790,grey,grey
3035231,NODE_1009_length_3478_cov_3.152790,grey,grey
806,NODE_1010_length_3469_cov_20.001465,grey,grey
14084,NODE_1010_length_3469_cov_20.001465,grey,grey
10290,NODE_1010_length_3469_cov_20.001465,grey,grey
810923,NODE_1010_length_3469_cov_20.001465,grey,grey
2923132,NODE_1011_length_3462_cov_3.224831,grey,grey
3882306,NODE_1011_length_3462_cov_3.224831,grey,grey
3741244,NODE_1011_length_3462_cov_3.224831,grey,grey
95234,NODE_1011_length_3462_cov_3.224831,grey,grey
918193,NODE_1011_length_3462_cov_3.224831,grey,grey
12037,NODE_1012_length_3460_cov_102.827019,grey,grey
3966481,NODE_1013_length_3455_cov_3.254118,grey,grey
3598348,NODE_1013_length_3455_cov_3.254118,grey,grey
5818,NODE_1014_length_3454_cov_4.533686,grey,grey
5814,NODE_1014_length_3454_cov_4.533686,grey,grey
5822,NODE_1014_length_3454_cov_4.533686,grey,grey
3455836,NODE_1014_length_3454_cov_4.533686,grey,grey
2942927,NODE_1015_length_3449_cov_3.623453,grey,grey
82760,NODE_1015_length_3449_cov_3.623453,grey,grey
1509053,NODE_1015_length_3449_cov_3.623453,grey,grey
362308,NODE_1016_length_3447_cov_4.696050,grey,grey
3323694,NODE_1017_length_3447_cov_4.016215,grey,grey
237937,NODE_1017_length_3447_cov_4.016215,grey,grey
3695024,NODE_1018_length_3447_cov_3.716981,grey,grey
4020407,NODE_1018_length_3447_cov_3.716981,grey,grey
3221826,NODE_1018_length_3447_cov_3.716981,grey,grey
1186076,NODE_1019_length_3442_cov_3.609684,grey,grey
93399,NODE_1019_length_3442_cov_3.609684,grey,grey
4005778,NODE_1020_length_3439_cov_4.631206,grey,grey
2450213,NODE_1020_length_3439_cov_4.631206,grey,grey
2522382,NODE_1021_length_3432_cov_98.585727,grey,grey
25765,NODE_1339_length_2548_cov_85.460088,grey,grey
4334,NODE_2110_length_1509_cov_120.856259,grey,grey
40056,NODE_2110_length_1509_cov_120.856259,grey,grey
3735296,NODE_1021_length_3432_cov_98.585727,grey,grey
2647623,NODE_2110_length_1509_cov_120.856259,grey,grey
727028,NODE_1021_length_3432_cov_98.585727,grey,grey
1279164,NODE_1021_length_3432_cov_98.585727,grey,grey
863642,NODE_3955_length_659_cov_163.771523,grey,grey
3907219,NODE_1021_length_3432_cov_98.585727,grey,grey
1298148,NODE_1022_length_3431_cov_23.684242,grey,grey
4239,NODE_1023_length_3428_cov_187.689594,grey,grey
3864556,NODE_1024_length_3417_cov_4.723379,grey,grey
3349542,NODE_1025_length_3413_cov_3.423169,grey,grey
99667,NODE_1025_length_3413_cov_3.423169,grey,grey
102900,NODE_1025_length_3413_cov_3.423169,grey,grey
2587057,NODE_1025_length_3413_cov_3.423169,grey,grey
10284,NODE_1026_length_3411_cov_128.289631,grey,grey
1285681,NODE_1026_length_3411_cov_128.289631,grey,grey
62858,NODE_1027_length_3411_cov_3.310489,grey,grey
2837121,NODE_1027_length_3411_cov_3.310489,grey,grey
1916895,NODE_1027_length_3411_cov_3.310489,grey,grey
2909027,NODE_1028_length_3407_cov_102.675119,grey,grey
3481084,NODE_1028_length_3407_cov_102.675119,grey,grey
839987,NODE_1028_length_3407_cov_102.675119,grey,grey
11901,NODE_1028_length_3407_cov_102.675119,grey,grey
3834922,NODE_1029_length_3407_cov_4.446599,grey,grey
2867696,NODE_1029_length_3407_cov_4.446599,grey,grey
72036,NODE_1030_length_3403_cov_233.052569,grey,grey
3906543,NODE_1030_length_3403_cov_233.052569,grey,grey
3372731,NODE_1031_length_3399_cov_6.534988,grey,grey
3463111,NODE_1031_length_3399_cov_6.534988,grey,grey
325,NODE_1032_length_3394_cov_70.942498,grey,grey
1277677,NODE_1033_length_3390_cov_4.372714,grey,grey
1294974,NODE_1033_length_3390_cov_4.372714,grey,grey
3946265,NODE_1034_length_3388_cov_3.167417,grey,grey
3510675,NODE_1034_length_3388_cov_3.167417,grey,grey
3571544,NODE_1034_length_3388_cov_3.167417,grey,grey
1883689,NODE_1035_length_3385_cov_3.623423,grey,grey
2045997,NODE_1035_length_3385_cov_3.623423,grey,grey
2711571,NODE_1035_length_3385_cov_3.623423,grey,grey
4015151,NODE_1035_length_3385_cov_3.623423,grey,grey
2447295,NODE_1036_length_3374_cov_3.125339,grey,grey
3659270,NODE_1036_length_3374_cov_3.125339,grey,grey
3852856,NODE_1036_length_3374_cov_3.125339,grey,grey
4008662,NODE_1036_length_3374_cov_3.125339,grey,grey
3075188,NODE_1037_length_3372_cov_103.984625,grey,grey
3872542,NODE_1037_length_3372_cov_103.984625,grey,grey
92817,NODE_1037_length_3372_cov_103.984625,grey,grey
36818,NODE_1038_length_3364_cov_4.131762,grey,grey
101697,NODE_1038_length_3364_cov_4.131762,grey,grey
3625551,NODE_1039_length_3359_cov_5.060230,grey,grey
485,NODE_1040_length_3354_cov_3.103062,grey,grey
3043419,NODE_1040_length_3354_cov_3.103062,grey,grey
906283,NODE_1040_length_3354_cov_3.103062,grey,grey
4014279,NODE_1040_length_3354_cov_3.103062,grey,grey
3855057,NODE_1041_length_3351_cov_3.892294,grey,grey
3372561,NODE_1041_length_3351_cov_3.892294,grey,grey
4019961,NODE_1042_length_3348_cov_21.996052,grey,grey
3770298,NODE_1042_length_3348_cov_21.996052,grey,grey
3134473,NODE_1043_length_3344_cov_4.325023,grey,grey
3756138,NODE_1043_length_3344_cov_4.325023,grey,grey
3750089,NODE_1043_length_3344_cov_4.325023,grey,grey
2549059,NODE_1044_length_3338_cov_3.538532,grey,grey
3526126,NODE_1044_length_3338_cov_3.538532,grey,grey
3508655,NODE_1045_length_3337_cov_4.741926,grey,grey
3558173,NODE_1045_length_3337_cov_4.741926,grey,grey
3937357,NODE_1045_length_3337_cov_4.741926,grey,grey
15578,NODE_1046_length_3337_cov_4.528336,grey,grey
908326,NODE_1046_length_3337_cov_4.528336,grey,grey
3941270,NODE_1046_length_3337_cov_4.528336,grey,grey
27435,NODE_1046_length_3337_cov_4.528336,grey,grey
177521,NODE_1047_length_3332_cov_3.883735,grey,grey
307989,NODE_1047_length_3332_cov_3.883735,grey,grey
4015556,NODE_1047_length_3332_cov_3.883735,grey,grey
1180254,NODE_1048_length_3327_cov_2.547983,grey,grey
2554385,NODE_1048_length_3327_cov_2.547983,grey,grey
3182309,NODE_1048_length_3327_cov_2.547983,grey,grey
22676,NODE_1048_length_3327_cov_2.547983,grey,grey
3582636,NODE_1049_length_3319_cov_4.108762,grey,grey
3071113,NODE_1049_length_3319_cov_4.108762,grey,grey
218711,NODE_1050_length_3314_cov_3.091439,grey,grey
3788494,NODE_1050_length_3314_cov_3.091439,grey,grey
3264793,NODE_1050_length_3314_cov_3.091439,grey,grey
3233369,NODE_1050_length_3314_cov_3.091439,grey,grey
1219886,NODE_1050_length_3314_cov_3.091439,grey,grey
3448645,NODE_1051_length_3303_cov_4.798645,grey,grey
1291701,NODE_1052_length_3303_cov_4.484606,grey,grey
3607505,NODE_1052_length_3303_cov_4.484606,grey,grey
3940799,NODE_1052_length_3303_cov_4.484606,grey,grey
3131774,NODE_1053_length_3303_cov_3.111145,grey,grey
2225231,NODE_1053_length_3303_cov_3.111145,grey,grey
4013539,NODE_1053_length_3303_cov_3.111145,grey,grey
3709011,NODE_1053_length_3303_cov_3.111145,grey,grey
4013567,NODE_1054_length_3303_cov_2.959052,grey,grey
2515757,NODE_1054_length_3303_cov_2.959052,grey,grey
483,NODE_1054_length_3303_cov_2.959052,grey,grey
1558037,NODE_1054_length_3303_cov_2.959052,grey,grey
3201551,NODE_1055_length_3298_cov_4.212766,grey,grey
3477045,NODE_1055_length_3298_cov_4.212766,grey,grey
2993230,NODE_1055_length_3298_cov_4.212766,grey,grey
3518585,NODE_1055_length_3298_cov_4.212766,grey,grey
2460,NODE_1056_length_3296_cov_3.229867,grey,grey
93888,NODE_1056_length_3296_cov_3.229867,grey,grey
837627,NODE_1056_length_3296_cov_3.229867,grey,grey
2910802,NODE_1057_length_3295_cov_3.878704,grey,grey
3984834,NODE_1057_length_3295_cov_3.878704,grey,grey
2652506,NODE_1057_length_3295_cov_3.878704,grey,grey
3454661,NODE_1058_length_3292_cov_3.608588,grey,grey
90194,NODE_1058_length_3292_cov_3.608588,grey,grey
3785270,NODE_1058_length_3292_cov_3.608588,grey,grey
3785020,NODE_1058_length_3292_cov_3.608588,grey,grey
3093834,NODE_1058_length_3292_cov_3.608588,grey,grey
1091613,NODE_1059_length_3290_cov_4.001236,grey,grey
100136,NODE_1059_length_3290_cov_4.001236,grey,grey
1106553,NODE_1059_length_3290_cov_4.001236,grey,grey
4015527,NODE_1059_length_3290_cov_4.001236,grey,grey
740,NODE_1060_length_3288_cov_3.869471,grey,grey
1902441,NODE_1060_length_3288_cov_3.869471,grey,grey
3921385,NODE_1060_length_3288_cov_3.869471,grey,grey
2421140,NODE_1061_length_3284_cov_2.989780,grey,grey
3201537,NODE_1061_length_3284_cov_2.989780,grey,grey
76753,NODE_1061_length_3284_cov_2.989780,grey,grey
3557500,NODE_1061_length_3284_cov_2.989780,grey,grey
57,NODE_1062_length_3283_cov_4.080855,grey,grey
3239759,NODE_1062_length_3283_cov_4.080855,grey,grey
72062,NODE_1063_length_3281_cov_214.707688,grey,grey
108123,NODE_1064_length_3281_cov_4.553317,grey,grey
3271161,NODE_1064_length_3281_cov_4.553317,grey,grey
3948649,NODE_1064_length_3281_cov_4.553317,grey,grey
3974853,NODE_1065_length_3273_cov_3.204786,grey,grey
3652769,NODE_1065_length_3273_cov_3.204786,grey,grey
119951,NODE_1065_length_3273_cov_3.204786,grey,grey
2762795,NODE_1066_length_3267_cov_3.611146,grey,grey
2615295,NODE_1066_length_3267_cov_3.611146,grey,grey
2962905,NODE_1066_length_3267_cov_3.611146,grey,grey
984195,NODE_1066_length_3267_cov_3.611146,grey,grey
2129581,NODE_1066_length_3267_cov_3.611146,grey,grey
3879090,NODE_1067_length_3267_cov_3.334060,grey,grey
2736251,NODE_1067_length_3267_cov_3.334060,grey,grey
3498660,NODE_1068_length_3265_cov_3.429595,grey,grey
4010667,NODE_1068_length_3265_cov_3.429595,grey,grey
27275,NODE_1069_length_3262_cov_113.588089,grey,grey
10738,NODE_1069_length_3262_cov_113.588089,grey,grey
540386,NODE_1069_length_3262_cov_113.588089,grey,grey
1079900,NODE_1069_length_3262_cov_113.588089,grey,grey
3180647,NODE_1070_length_3256_cov_35.383005,grey,grey
3180651,NODE_1070_length_3256_cov_35.383005,grey,grey
1105983,NODE_1070_length_3256_cov_35.383005,grey,grey
3861354,NODE_2492_length_1240_cov_34.405063,grey,grey
1053827,NODE_1070_length_3256_cov_35.383005,grey,grey
883173,NODE_1070_length_3256_cov_35.383005,grey,grey
502147,NODE_1070_length_3256_cov_35.383005,grey,grey
70475,NODE_2207_length_1436_cov_29.704562,grey,grey
2223843,NODE_1070_length_3256_cov_35.383005,grey,grey
484526,NODE_1070_length_3256_cov_35.383005,grey,grey
2649877,NODE_4505_length_558_cov_55.952286,grey,grey
2649879,NODE_1070_length_3256_cov_35.383005,grey,grey
3650556,NODE_1071_length_3256_cov_5.142143,grey,grey
1421815,NODE_1072_length_3256_cov_2.991878,grey,grey
31455,NODE_1072_length_3256_cov_2.991878,grey,grey
1283791,NODE_1072_length_3256_cov_2.991878,grey,grey
72078,NODE_1073_length_3255_cov_4.838438,grey,grey
799677,NODE_1073_length_3255_cov_4.838438,grey,grey
2805,NODE_1074_length_3254_cov_4.197562,grey,grey
1291625,NODE_1074_length_3254_cov_4.197562,grey,grey
1578031,NODE_1075_length_3254_cov_3.141607,grey,grey
3725228,NODE_1075_length_3254_cov_3.141607,grey,grey
3881674,NODE_1075_length_3254_cov_3.141607,grey,grey
3612982,NODE_1075_length_3254_cov_3.141607,grey,grey
3762408,NODE_1075_length_3254_cov_3.141607,grey,grey
24923,NODE_1076_length_3253_cov_93.888680,grey,grey
5578,NODE_1076_length_3253_cov_93.888680,grey,grey
1819318,NODE_1076_length_3253_cov_93.888680,grey,grey
1819320,NODE_1076_length_3253_cov_93.888680,grey,grey
23037,NODE_1076_length_3253_cov_93.888680,grey,grey
1679212,NODE_1077_length_3251_cov_2.882666,grey,grey
4015533,NODE_1077_length_3251_cov_2.882666,grey,grey
32068,NODE_1077_length_3251_cov_2.882666,grey,grey
3451668,NODE_1078_length_3244_cov_2.895265,grey,grey
2484026,NODE_1078_length_3244_cov_2.895265,grey,grey
91094,NODE_1078_length_3244_cov_2.895265,grey,grey
3816963,NODE_1078_length_3244_cov_2.895265,grey,grey
4012731,NODE_1078_length_3244_cov_2.895265,grey,grey
66862,NODE_1079_length_3242_cov_1629.330405,grey,grey
1492293,NODE_1079_length_3242_cov_1629.330405,grey,grey
3882408,NODE_1079_length_3242_cov_1629.330405,grey,grey
3882414,NODE_1079_length_3242_cov_1629.330405,grey,grey
68180,NODE_1079_length_3242_cov_1629.330405,grey,grey
68182,NODE_1079_length_3242_cov_1629.330405,grey,grey
79386,NODE_1079_length_3242_cov_1629.330405,grey,grey
44412,NODE_1079_length_3242_cov_1629.330405,grey,grey
50091,NODE_1079_length_3242_cov_1629.330405,grey,grey
72044,NODE_2233_length_1420_cov_367.605128,grey,grey
56756,NODE_1079_length_3242_cov_1629.330405,grey,grey
71846,NODE_1079_length_3242_cov_1629.330405,grey,grey
140455,NODE_1079_length_3242_cov_1629.330405,grey,grey
3880866,NODE_1079_length_3242_cov_1629.330405,grey,grey
1515767,NODE_1080_length_3233_cov_3.975456,grey,grey
3970433,NODE_1080_length_3233_cov_3.975456,grey,grey
1731249,NODE_1081_length_3227_cov_3.758197,grey,grey
112227,NODE_1081_length_3227_cov_3.758197,grey,grey
577027,NODE_1082_length_3223_cov_3.255682,grey,grey
29849,NODE_1082_length_3223_cov_3.255682,grey,grey
105179,NODE_1083_length_3217_cov_3.349779,grey,grey
3424873,NODE_1083_length_3217_cov_3.349779,grey,grey
51921,NODE_1084_length_3214_cov_3.232035,grey,grey
155183,NODE_1084_length_3214_cov_3.232035,grey,grey
1361493,NODE_1084_length_3214_cov_3.232035,grey,grey
95216,NODE_1084_length_3214_cov_3.232035,grey,grey
25449,NODE_1085_length_3213_cov_199.798923,grey,grey
25383,NODE_1085_length_3213_cov_199.798923,grey,grey
12261,NODE_1086_length_3212_cov_2.680076,grey,grey
427,NODE_1086_length_3212_cov_2.680076,grey,grey
275,NODE_1086_length_3212_cov_2.680076,grey,grey
51443,NODE_1087_length_3211_cov_140.517110,grey,grey
3722638,NODE_1088_length_3208_cov_3.608310,grey,grey
3855676,NODE_1088_length_3208_cov_3.608310,grey,grey
3389312,NODE_1088_length_3208_cov_3.608310,grey,grey
54034,NODE_1089_length_3206_cov_178.490003,grey,grey
1724581,NODE_1090_length_3206_cov_3.011742,grey,grey
2724191,NODE_1090_length_3206_cov_3.011742,grey,grey
31549,NODE_1090_length_3206_cov_3.011742,grey,grey
1289078,NODE_1090_length_3206_cov_3.011742,grey,grey
3420857,NODE_1090_length_3206_cov_3.011742,grey,grey
3117987,NODE_1091_length_3194_cov_14.827015,grey,grey
63173,NODE_1091_length_3194_cov_14.827015,grey,grey
840115,NODE_1092_length_3193_cov_3.694073,grey,grey
361034,NODE_1092_length_3193_cov_3.694073,grey,grey
1840446,NODE_1092_length_3193_cov_3.694073,grey,grey
4013153,NODE_1092_length_3193_cov_3.694073,grey,grey
108636,NODE_1093_length_3190_cov_3.114514,grey,grey
3626053,NODE_1094_length_3188_cov_4.780721,grey,grey
604,NODE_1095_length_3188_cov_3.014044,grey,grey
4021237,NODE_1095_length_3188_cov_3.014044,grey,grey
3966294,NODE_1095_length_3188_cov_3.014044,grey,grey
3622011,NODE_1096_length_3183_cov_4.160806,grey,grey
3388331,NODE_1097_length_3183_cov_3.234335,grey,grey
2506,NODE_1097_length_3183_cov_3.234335,grey,grey
126242,NODE_1097_length_3183_cov_3.234335,grey,grey
4004553,NODE_1098_length_3182_cov_8.828270,grey,grey
5885,NODE_1099_length_3180_cov_5.567360,grey,grey
60157,NODE_1100_length_3179_cov_134.088348,grey,grey
3441018,NODE_1101_length_3176_cov_4.617430,grey,grey
103247,NODE_1102_length_3175_cov_98.054167,grey,grey
69700,NODE_1102_length_3175_cov_98.054167,grey,grey
69696,NODE_1282_length_2669_cov_125.884086,grey,grey
69702,NODE_1102_length_3175_cov_98.054167,grey,grey
4013221,NODE_1103_length_3173_cov_3.286081,grey,grey
3250375,NODE_1103_length_3173_cov_3.286081,grey,grey
3101647,NODE_1103_length_3173_cov_3.286081,grey,grey
119591,NODE_1104_length_3171_cov_4.118742,grey,grey
2735366,NODE_1104_length_3171_cov_4.118742,grey,grey
3444277,NODE_1105_length_3170_cov_4.188443,grey,grey
3729430,NODE_1105_length_3170_cov_4.188443,grey,grey
3744196,NODE_1105_length_3170_cov_4.188443,grey,grey
3961322,NODE_1106_length_3169_cov_3.221580,grey,grey
3531222,NODE_1106_length_3169_cov_3.221580,grey,grey
3770852,NODE_1106_length_3169_cov_3.221580,grey,grey
1497665,NODE_1106_length_3169_cov_3.221580,grey,grey
4022034,NODE_1107_length_3168_cov_4.578863,grey,grey
1470166,NODE_1107_length_3168_cov_4.578863,grey,grey
1475806,NODE_1107_length_3168_cov_4.578863,grey,grey
37530,NODE_1108_length_3165_cov_207.366559,grey,grey
2878444,NODE_1109_length_3163_cov_4.683076,grey,grey
4020341,NODE_1109_length_3163_cov_4.683076,grey,grey
31131,NODE_1110_length_3161_cov_89.571153,grey,grey
3507817,NODE_1111_length_3158_cov_131.837577,grey,grey
3563408,NODE_1111_length_3158_cov_131.837577,grey,grey
2459931,NODE_1111_length_3158_cov_131.837577,grey,grey
63,NODE_1111_length_3158_cov_131.837577,grey,grey
761626,NODE_1111_length_3158_cov_131.837577,grey,grey
53837,NODE_1112_length_3158_cov_3.727038,grey,grey
2356832,NODE_1112_length_3158_cov_3.727038,grey,grey
39538,NODE_1112_length_3158_cov_3.727038,grey,grey
1289955,NODE_1113_length_3157_cov_5.150548,grey,grey
2418176,NODE_1114_length_3156_cov_4.507901,grey,grey
1121812,NODE_1114_length_3156_cov_4.507901,grey,grey
27657,NODE_1115_length_3156_cov_3.652693,grey,grey
2180,NODE_1115_length_3156_cov_3.652693,grey,grey
1863419,NODE_1115_length_3156_cov_3.652693,grey,grey
3996013,NODE_1116_length_3155_cov_6.955806,grey,grey
28815,NODE_1116_length_3155_cov_6.955806,grey,grey
63325,NODE_1117_length_3154_cov_32.140368,grey,grey
